"year","day_of_year","hour"
"2022","344","19"
"2022","344","20"
"2022","344","21"
"2022","344","22"
"2022","344","23"
"2022","345","00"
"2022","345","01"
"2022","345","02"
"2022","345","03"
"2022","345","04"
"2022","345","05"
"2022","345","06"
"2022","345","07"
"2022","345","08"
"2022","345","09"
"2022","345","10"
"2022","345","11"
"2022","345","12"
"2022","345","13"
"2022","345","14"
"2022","345","15"
"2022","345","16"
"2022","345","17"
"2022","345","18"
"2022","345","19"
"2022","345","20"
"2022","345","21"
"2022","345","22"
"2022","345","23"
"2022","346","00"
"2022","346","01"
"2022","346","02"
"2022","346","03"
"2022","346","04"
"2022","346","05"
"2022","346","06"
"2022","346","07"
"2022","346","08"
"2022","346","09"
"2022","346","10"
"2022","346","11"
"2022","346","12"
"2022","346","13"
"2022","346","14"
"2022","346","15"
"2022","346","16"
"2022","346","17"
"2022","346","18"
"2022","346","19"
"2022","346","20"
"2022","346","21"
"2022","346","22"
"2022","346","23"
"2022","347","00"
"2022","347","01"
"2022","347","02"
"2022","347","03"
"2022","347","04"
"2022","347","05"
"2022","347","06"
"2022","347","07"
"2022","347","08"
"2022","347","09"
"2022","347","10"
"2022","347","11"
"2022","347","12"
"2022","347","13"
"2022","347","14"
"2022","347","15"
"2022","347","16"
"2022","347","17"
"2022","347","18"
"2022","347","19"
"2022","347","20"
"2022","347","21"
"2022","347","22"
"2022","347","23"
"2022","348","00"
"2022","348","01"
"2022","348","02"
"2022","348","03"
"2022","348","04"
"2022","348","05"
"2022","348","06"
"2022","348","07"
"2022","348","08"
"2022","348","09"
"2022","348","10"
"2022","348","11"
"2022","348","12"
"2022","348","13"
"2022","348","14"
"2022","348","15"
"2022","348","16"
"2022","348","17"
"2022","348","18"
"2022","348","19"
"2022","348","20"
"2022","348","21"
"2022","348","22"
"2022","348","23"
"2022","349","00"
"2022","349","01"
"2022","349","02"
"2022","349","03"
"2022","349","04"
"2022","349","05"
"2022","349","06"
"2022","349","07"
"2022","349","08"
"2022","349","09"
"2022","349","10"
"2022","349","11"
"2022","349","12"
"2022","349","13"
"2022","349","14"
"2022","349","15"
"2022","349","16"
"2022","349","17"
"2022","349","18"
"2022","349","19"
"2022","349","20"
"2022","349","21"
"2022","349","22"
"2022","349","23"
"2022","350","00"
"2022","350","01"
"2022","350","02"
"2022","350","03"
"2022","350","04"
"2022","350","05"
"2022","350","06"
"2022","350","07"
"2022","350","08"
"2022","350","09"
"2022","350","10"
"2022","350","11"
"2022","350","12"
"2022","350","13"
"2022","350","14"
"2022","350","15"
"2022","350","16"
"2022","350","17"
"2022","350","18"
"2022","350","19"
"2022","350","20"
"2022","350","21"
"2022","350","22"
"2022","350","23"
"2022","351","00"
"2022","351","01"
"2022","351","02"
"2022","351","03"
"2022","351","04"
"2022","351","05"
"2022","351","06"
"2022","351","07"
"2022","351","08"
"2022","351","09"
"2022","351","10"
"2022","351","11"
"2022","351","12"
"2022","351","13"
"2022","351","14"
"2022","351","15"
"2022","351","16"
"2022","351","17"
"2022","351","18"
"2022","351","19"
"2022","351","20"
"2022","351","21"
"2022","351","22"
"2022","351","23"
"2022","352","00"
"2022","352","01"
"2022","352","02"
"2022","352","03"
"2022","352","04"
"2022","352","05"
"2022","352","06"
"2022","352","07"
"2022","352","08"
"2022","352","09"
"2022","352","10"
"2022","352","11"
"2022","352","12"
"2022","352","13"
"2022","352","14"
"2022","352","15"
"2022","352","16"
"2022","352","17"
"2022","352","18"
"2022","352","19"
"2022","352","20"
"2022","352","21"
"2022","352","22"
"2022","352","23"
"2022","353","00"
"2022","353","01"
"2022","353","02"
"2022","353","03"
"2022","353","04"
"2022","353","05"
"2022","353","06"
"2022","353","07"
"2022","353","08"
"2022","353","09"
"2022","353","10"
"2022","353","11"
"2022","353","12"
"2022","353","13"
"2022","353","14"
"2022","353","15"
"2022","353","16"
"2022","353","17"
"2022","353","18"
"2022","353","19"
"2022","353","20"
"2022","353","21"
"2022","353","22"
"2022","353","23"
"2022","354","00"
"2022","354","01"
"2022","354","02"
"2022","354","03"
"2022","354","04"
"2022","354","05"
"2022","354","06"
"2022","354","07"
"2022","354","08"
"2022","354","09"
"2022","354","10"
"2022","354","11"
"2022","354","12"
"2022","354","13"
"2022","354","14"
"2022","354","15"
"2022","354","16"
"2022","354","17"
"2022","354","18"
"2022","354","19"
"2022","354","20"
"2022","354","21"
"2022","354","22"
"2022","354","23"
"2022","355","00"
"2022","355","01"
"2022","355","02"
"2022","355","03"
"2022","355","04"
"2022","355","05"
"2022","355","06"
"2022","355","07"
"2022","355","08"
"2022","355","09"
"2022","355","10"
"2022","355","11"
"2022","355","12"
"2022","355","13"
"2022","355","14"
"2022","355","15"
"2022","355","16"
"2022","355","17"
"2022","355","18"
"2022","355","19"
"2022","355","20"
"2022","355","21"
"2022","355","22"
"2022","355","23"
"2022","356","00"
"2022","356","01"
"2022","356","02"
"2022","356","03"
"2022","356","04"
"2022","356","05"
"2022","356","06"
"2022","356","07"
"2022","356","08"
"2022","356","09"
"2022","356","10"
"2022","356","11"
"2022","356","12"
"2022","356","13"
"2022","356","14"
"2022","356","15"
"2022","356","16"
"2022","356","17"
"2022","356","18"
"2022","356","19"
"2022","356","20"
"2022","356","21"
"2022","356","22"
"2022","356","23"
"2022","357","00"
"2022","357","01"
"2022","357","02"
"2022","357","03"
"2022","357","04"
"2022","357","05"
"2022","357","06"
"2022","357","07"
"2022","357","08"
"2022","357","09"
"2022","357","10"
"2022","357","11"
"2022","357","12"
"2022","357","13"
"2022","357","14"
"2022","357","15"
"2022","357","16"
"2022","357","17"
"2022","357","18"
"2022","357","19"
"2022","357","20"
"2022","357","21"
"2022","357","22"
"2022","357","23"
"2022","358","00"
"2022","358","01"
"2022","358","02"
"2022","358","03"
"2022","358","04"
"2022","358","05"
"2022","358","06"
"2022","358","07"
"2022","358","08"
"2022","358","09"
"2022","358","10"
"2022","358","11"
"2022","358","12"
"2022","358","13"
"2022","358","14"
"2022","358","15"
"2022","358","16"
"2022","358","17"
"2022","358","18"
"2022","358","19"
"2022","358","20"
"2022","358","21"
"2022","358","22"
"2022","358","23"
"2022","359","00"
"2022","359","01"
"2022","359","02"
"2022","359","03"
"2022","359","04"
"2022","359","05"
"2022","359","06"
"2022","359","07"
"2022","359","08"
"2022","359","09"
"2022","359","10"
"2022","359","11"
"2022","359","12"
"2022","359","13"
"2022","359","14"
"2022","359","15"
"2022","359","16"
"2022","359","17"
"2022","359","18"
"2022","359","19"
"2022","359","20"
"2022","359","21"
"2022","360","02"
"2022","360","03"
"2022","360","04"
"2022","360","05"
"2022","360","06"
"2022","360","07"
"2022","360","08"
"2022","360","09"
"2022","360","10"
"2022","360","11"
"2022","360","12"
"2022","360","13"
"2022","360","14"
"2022","360","15"
"2022","360","16"
"2022","360","17"
"2022","360","18"
"2022","360","19"
"2022","360","20"
"2022","360","21"
"2022","360","22"
"2022","360","23"
"2022","361","00"
"2022","361","01"
"2022","361","02"
"2022","361","03"
"2022","361","04"
"2022","361","05"
"2022","361","06"
"2022","361","07"
"2022","361","08"
"2022","361","09"
"2022","361","10"
"2022","361","11"
"2022","361","12"
"2022","361","13"
"2022","361","14"
"2022","361","15"
"2022","361","16"
"2022","361","17"
"2022","361","18"
"2022","361","19"
"2022","361","20"
"2022","361","21"
"2022","361","22"
"2022","361","23"
"2022","362","00"
"2022","362","01"
"2022","362","02"
"2022","362","03"
"2022","362","04"
"2022","362","05"
"2022","362","06"
"2022","362","07"
"2022","362","08"
"2022","362","09"
"2022","362","10"
"2022","362","11"
"2022","362","12"
"2022","362","13"
"2022","362","14"
"2022","362","15"
"2022","362","16"
"2022","362","17"
"2022","362","18"
"2022","362","19"
"2022","362","20"
"2022","362","21"
"2022","362","22"
"2022","362","23"
"2022","363","00"
"2022","363","01"
"2022","363","02"
"2022","363","03"
"2022","363","04"
"2022","363","05"
"2022","363","06"
"2022","363","07"
"2022","363","08"
"2022","363","09"
"2022","363","10"
"2022","363","11"
"2022","363","12"
"2022","363","13"
"2022","363","14"
"2022","363","15"
"2022","363","16"
"2022","363","17"
"2022","363","18"
"2022","363","19"
"2022","363","20"
"2022","363","21"
"2022","363","22"
"2022","363","23"
"2022","364","00"
"2022","364","01"
"2022","364","02"
"2022","364","03"
"2022","364","04"
"2022","364","05"
"2022","364","06"
"2022","364","07"
"2022","364","08"
"2022","364","09"
"2022","364","10"
"2022","364","11"
"2022","364","12"
"2022","364","13"
"2022","364","14"
"2022","364","15"
"2022","364","16"
"2022","364","17"
"2022","364","18"
"2022","364","19"
"2022","364","20"
"2022","364","21"
"2022","364","22"
"2022","364","23"
"2022","365","00"
"2022","365","01"
"2022","365","02"
"2022","365","03"
"2022","365","04"
"2022","365","05"
"2022","365","06"
"2022","365","07"
"2022","365","08"
"2022","365","09"
"2022","365","10"
"2022","365","11"
"2022","365","12"
"2022","365","13"
"2022","365","14"
"2022","365","15"
"2022","365","16"
"2022","365","17"
"2022","365","18"
"2022","365","19"
"2022","365","20"
"2022","365","21"
"2022","365","22"
"2022","365","23"
"2023","001","00"
"2023","001","01"
"2023","001","02"
"2023","001","03"
"2023","001","04"
"2023","001","05"
"2023","001","06"
"2023","001","07"
"2023","001","08"
"2023","001","09"
"2023","001","10"
"2023","001","11"
"2023","001","12"
"2023","001","13"
"2023","001","14"
"2023","001","15"
"2023","001","16"
"2023","001","17"
"2023","001","18"
"2023","001","19"
"2023","001","20"
"2023","001","21"
"2023","001","22"
"2023","001","23"
"2023","002","00"
"2023","002","01"
"2023","002","02"
"2023","002","03"
"2023","002","04"
"2023","002","05"
"2023","002","06"
"2023","002","07"
"2023","002","08"
"2023","002","09"
"2023","002","10"
"2023","002","11"
"2023","002","12"
"2023","002","13"
"2023","002","14"
"2023","002","15"
"2023","003","17"
"2023","003","18"
"2023","003","19"
"2023","003","20"
"2023","003","21"
"2023","003","22"
"2023","003","23"
"2023","004","00"
"2023","004","01"
"2023","004","02"
"2023","004","03"
"2023","004","04"
"2023","004","05"
"2023","004","06"
"2023","004","07"
"2023","004","08"
"2023","004","09"
"2023","004","10"
"2023","004","11"
"2023","004","12"
"2023","004","13"
"2023","004","14"
"2023","004","15"
"2023","004","16"
"2023","004","17"
"2023","004","18"
"2023","004","19"
"2023","004","20"
"2023","004","21"
"2023","004","22"
"2023","004","23"
"2023","005","00"
"2023","005","01"
"2023","005","02"
"2023","005","03"
"2023","005","04"
"2023","005","05"
"2023","005","06"
"2023","005","07"
"2023","005","08"
"2023","005","09"
"2023","005","10"
"2023","005","11"
"2023","005","12"
"2023","005","13"
"2023","005","14"
"2023","005","15"
"2023","005","16"
"2023","005","17"
"2023","005","18"
"2023","005","19"
"2023","005","20"
"2023","005","21"
"2023","005","22"
"2023","005","23"
"2023","006","00"
"2023","006","01"
"2023","006","02"
"2023","006","03"
"2023","006","04"
"2023","006","05"
"2023","006","06"
"2023","006","07"
"2023","006","08"
"2023","006","09"
"2023","006","10"
"2023","006","11"
"2023","006","12"
"2023","006","13"
"2023","006","14"
"2023","006","15"
"2023","006","16"
"2023","006","17"
"2023","006","18"
"2023","006","19"
"2023","006","20"
"2023","006","21"
"2023","006","22"
"2023","006","23"
"2023","007","00"
"2023","007","01"
"2023","007","02"
"2023","007","03"
"2023","007","04"
"2023","007","05"
"2023","007","06"
"2023","007","07"
"2023","007","08"
"2023","007","09"
"2023","007","10"
"2023","007","11"
"2023","007","12"
"2023","007","13"
"2023","007","14"
"2023","007","15"
"2023","007","16"
"2023","007","17"
"2023","007","18"
"2023","007","19"
"2023","007","20"
"2023","007","21"
"2023","007","22"
"2023","007","23"
"2023","008","00"
"2023","008","01"
"2023","008","02"
"2023","008","03"
"2023","008","04"
"2023","008","05"
"2023","008","06"
"2023","008","07"
"2023","008","08"
"2023","008","09"
"2023","008","10"
"2023","008","11"
"2023","008","12"
"2023","008","13"
"2023","008","14"
"2023","008","15"
"2023","008","16"
"2023","008","17"
"2023","008","18"
"2023","008","19"
"2023","008","20"
"2023","008","21"
"2023","008","22"
"2023","008","23"
"2023","009","00"
"2023","009","01"
"2023","009","02"
"2023","009","03"
"2023","009","04"
"2023","009","05"
"2023","009","06"
"2023","009","07"
"2023","009","08"
"2023","009","09"
"2023","009","10"
"2023","009","11"
"2023","009","12"
"2023","009","13"
"2023","009","14"
"2023","009","15"
"2023","009","16"
"2023","009","17"
"2023","009","18"
"2023","009","19"
"2023","009","20"
"2023","009","21"
"2023","009","22"
"2023","009","23"
"2023","010","00"
"2023","010","01"
"2023","010","02"
"2023","010","03"
"2023","010","04"
"2023","010","05"
"2023","010","06"
"2023","010","07"
"2023","010","08"
"2023","010","09"
"2023","010","10"
"2023","010","11"
"2023","010","12"
"2023","010","13"
"2023","010","14"
"2023","010","15"
"2023","010","16"
"2023","010","17"
"2023","010","18"
"2023","010","19"
"2023","010","20"
"2023","010","21"
"2023","010","22"
"2023","010","23"
"2023","011","00"
"2023","011","01"
"2023","011","02"
"2023","011","03"
"2023","011","04"
"2023","011","05"
"2023","011","06"
"2023","011","07"
"2023","011","08"
"2023","011","09"
"2023","011","10"
"2023","011","11"
"2023","011","12"
"2023","011","13"
"2023","011","14"
"2023","011","15"
"2023","011","16"
"2023","011","17"
"2023","011","18"
"2023","011","19"
"2023","011","20"
"2023","011","21"
"2023","011","22"
"2023","011","23"
"2023","012","00"
"2023","012","01"
"2023","012","02"
"2023","012","03"
"2023","012","04"
"2023","012","05"
"2023","012","06"
"2023","012","07"
"2023","012","08"
"2023","012","09"
"2023","012","10"
"2023","012","11"
"2023","012","12"
"2023","012","13"
"2023","012","14"
"2023","012","15"
"2023","012","16"
"2023","012","17"
"2023","012","18"
"2023","012","19"
"2023","012","20"
"2023","012","21"
"2023","012","22"
"2023","012","23"
"2023","013","00"
"2023","013","01"
"2023","013","02"
"2023","013","03"
"2023","013","04"
"2023","013","05"
"2023","013","06"
"2023","013","07"
"2023","013","08"
"2023","013","09"
"2023","013","10"
"2023","013","11"
"2023","013","12"
"2023","013","13"
"2023","013","14"
"2023","013","15"
"2023","013","16"
"2023","013","17"
"2023","013","18"
"2023","013","19"
"2023","013","20"
"2023","013","21"
"2023","013","22"
"2023","013","23"
"2023","014","00"
"2023","014","01"
"2023","014","02"
"2023","014","03"
"2023","014","04"
"2023","014","05"
"2023","014","06"
"2023","014","07"
"2023","014","08"
"2023","014","09"
"2023","014","10"
"2023","014","11"
"2023","014","12"
"2023","014","13"
"2023","014","14"
"2023","014","15"
"2023","014","16"
"2023","014","17"
"2023","014","18"
"2023","014","19"
"2023","014","20"
"2023","014","21"
"2023","014","22"
"2023","014","23"
"2023","015","00"
"2023","015","01"
"2023","015","02"
"2023","015","03"
"2023","015","04"
"2023","015","05"
"2023","015","06"
"2023","015","07"
"2023","015","08"
"2023","015","09"
"2023","015","10"
"2023","015","11"
"2023","015","12"
"2023","015","13"
"2023","015","14"
"2023","015","15"
"2023","015","16"
"2023","015","17"
"2023","015","18"
"2023","015","19"
"2023","015","20"
"2023","015","21"
"2023","015","22"
"2023","015","23"
"2023","016","00"
"2023","016","01"
"2023","016","02"
"2023","016","03"
"2023","016","04"
"2023","016","05"
"2023","016","06"
"2023","016","07"
"2023","016","08"
"2023","016","09"
"2023","016","10"
"2023","016","11"
"2023","016","12"
"2023","016","13"
"2023","016","14"
"2023","016","15"
"2023","016","16"
"2023","016","17"
"2023","016","18"
"2023","016","19"
"2023","016","20"
"2023","016","21"
"2023","016","22"
"2023","016","23"
"2023","017","00"
"2023","017","01"
"2023","017","02"
"2023","017","03"
"2023","017","04"
"2023","017","05"
"2023","017","06"
"2023","017","07"
"2023","017","08"
"2023","017","09"
"2023","017","10"
"2023","017","11"
"2023","017","12"
"2023","017","13"
"2023","017","14"
"2023","017","15"
"2023","017","16"
"2023","017","17"
"2023","017","18"
"2023","017","19"
"2023","017","20"
"2023","017","21"
"2023","017","22"
"2023","017","23"
"2023","018","00"
"2023","018","01"
"2023","018","02"
"2023","018","03"
"2023","018","04"
"2023","018","05"
"2023","018","06"
"2023","018","07"
"2023","018","08"
"2023","018","09"
"2023","018","10"
"2023","018","11"
"2023","018","12"
"2023","018","13"
"2023","018","14"
"2023","018","15"
"2023","018","16"
"2023","018","17"
"2023","018","18"
"2023","018","19"
"2023","018","20"
"2023","018","21"
"2023","018","22"
"2023","018","23"
"2023","019","00"
"2023","019","01"
"2023","019","02"
"2023","019","03"
"2023","019","04"
"2023","019","05"
"2023","019","06"
"2023","019","07"
"2023","019","08"
"2023","019","09"
"2023","019","10"
"2023","019","11"
"2023","019","12"
"2023","019","13"
"2023","019","14"
"2023","019","15"
"2023","019","16"
"2023","019","17"
"2023","019","18"
"2023","019","19"
"2023","019","20"
"2023","019","21"
"2023","019","22"
"2023","019","23"
"2023","020","00"
"2023","020","01"
"2023","020","02"
"2023","020","03"
"2023","020","04"
"2023","020","05"
"2023","020","06"
"2023","020","07"
"2023","020","08"
"2023","020","09"
"2023","020","10"
"2023","020","11"
"2023","020","12"
"2023","020","13"
"2023","020","14"
"2023","020","15"
"2023","020","16"
"2023","020","17"
"2023","020","18"
"2023","020","19"
"2023","020","20"
"2023","020","21"
"2023","020","22"
"2023","020","23"
"2023","021","00"
"2023","021","01"
"2023","021","02"
"2023","021","03"
"2023","021","04"
"2023","021","05"
"2023","021","06"
"2023","021","07"
"2023","021","08"
"2023","021","09"
"2023","021","10"
"2023","021","11"
"2023","021","12"
"2023","021","13"
"2023","021","14"
"2023","021","15"
"2023","021","16"
"2023","021","17"
"2023","021","18"
"2023","021","19"
"2023","021","20"
"2023","021","21"
"2023","021","22"
"2023","021","23"
"2023","022","00"
"2023","022","01"
"2023","022","02"
"2023","022","03"
"2023","022","04"
"2023","022","05"
"2023","022","06"
"2023","022","07"
"2023","022","08"
"2023","022","09"
"2023","022","10"
"2023","022","11"
"2023","022","12"
"2023","022","13"
"2023","022","14"
"2023","022","15"
"2023","022","16"
"2023","022","17"
"2023","022","18"
"2023","022","19"
"2023","022","20"
"2023","022","21"
"2023","022","22"
"2023","022","23"
"2023","023","00"
"2023","023","01"
"2023","023","02"
"2023","023","03"
"2023","023","04"
"2023","023","05"
"2023","023","06"
"2023","023","07"
"2023","023","08"
"2023","023","09"
"2023","023","10"
"2023","023","11"
"2023","023","12"
"2023","023","13"
"2023","023","14"
"2023","023","15"
"2023","023","16"
"2023","023","17"
"2023","023","18"
"2023","023","19"
"2023","023","20"
"2023","023","21"
"2023","023","22"
"2023","023","23"
"2023","024","00"
"2023","024","01"
"2023","024","02"
"2023","024","03"
"2023","024","04"
"2023","024","05"
"2023","024","06"
"2023","024","07"
"2023","024","08"
"2023","024","09"
"2023","024","10"
"2023","024","11"
"2023","024","12"
"2023","024","13"
"2023","024","14"
"2023","024","15"
"2023","024","16"
"2023","024","17"
"2023","024","18"
"2023","024","19"
"2023","024","20"
"2023","024","21"
"2023","024","22"
"2023","024","23"
"2023","025","00"
"2023","025","01"
"2023","025","02"
"2023","025","03"
"2023","025","04"
"2023","025","05"
"2023","025","06"
"2023","025","07"
"2023","025","08"
"2023","025","09"
"2023","025","10"
"2023","025","11"
"2023","025","12"
"2023","025","13"
"2023","025","14"
"2023","025","15"
"2023","025","16"
"2023","025","17"
"2023","025","18"
"2023","025","19"
"2023","025","20"
"2023","025","21"
"2023","025","22"
"2023","025","23"
"2023","026","00"
"2023","026","01"
"2023","026","02"
"2023","026","03"
"2023","026","04"
"2023","026","05"
"2023","026","06"
"2023","026","07"
"2023","026","08"
"2023","026","09"
"2023","026","10"
"2023","026","11"
"2023","026","12"
"2023","026","13"
"2023","026","14"
"2023","026","15"
"2023","026","16"
"2023","026","17"
"2023","026","18"
"2023","026","19"
"2023","026","20"
"2023","026","21"
"2023","026","22"
"2023","026","23"
"2023","027","00"
"2023","027","01"
"2023","027","02"
"2023","027","03"
"2023","027","04"
"2023","027","05"
"2023","027","06"
"2023","027","07"
"2023","027","08"
"2023","027","09"
"2023","027","10"
"2023","027","11"
"2023","027","12"
"2023","027","13"
"2023","027","14"
"2023","027","15"
"2023","027","16"
"2023","027","17"
"2023","027","18"
"2023","027","19"
"2023","027","20"
"2023","027","21"
"2023","027","22"
"2023","027","23"
"2023","028","00"
"2023","028","01"
"2023","028","02"
"2023","028","03"
"2023","028","04"
"2023","028","05"
"2023","028","06"
"2023","028","07"
"2023","028","08"
"2023","028","09"
"2023","028","10"
"2023","028","11"
"2023","028","12"
"2023","028","13"
"2023","028","14"
"2023","028","15"
"2023","028","16"
"2023","028","17"
"2023","028","18"
"2023","028","19"
"2023","028","20"
"2023","028","21"
"2023","028","22"
"2023","028","23"
"2023","029","00"
"2023","029","01"
"2023","029","02"
"2023","029","03"
"2023","029","04"
"2023","029","05"
"2023","029","06"
"2023","029","07"
"2023","029","08"
"2023","029","09"
"2023","029","10"
"2023","029","11"
"2023","029","12"
"2023","029","13"
"2023","029","14"
"2023","029","15"
"2023","029","16"
"2023","029","17"
"2023","029","18"
"2023","029","19"
"2023","029","20"
"2023","029","21"
"2023","029","22"
"2023","029","23"
"2023","030","00"
"2023","030","01"
"2023","030","02"
"2023","030","03"
"2023","030","04"
"2023","030","05"
"2023","030","06"
"2023","030","07"
"2023","030","08"
"2023","030","09"
"2023","030","10"
"2023","030","11"
"2023","030","12"
"2023","030","13"
"2023","030","14"
"2023","030","15"
"2023","030","16"
"2023","030","17"
"2023","030","18"
"2023","030","19"
"2023","030","20"
"2023","030","21"
"2023","030","22"
"2023","030","23"
"2023","031","00"
"2023","031","01"
"2023","031","02"
"2023","031","03"
"2023","031","04"
"2023","031","05"
"2023","031","06"
"2023","031","07"
"2023","031","08"
"2023","031","09"
"2023","031","10"
"2023","031","11"
"2023","031","12"
"2023","031","13"
"2023","031","14"
"2023","031","15"
"2023","031","16"
"2023","031","17"
"2023","031","18"
"2023","031","19"
"2023","031","20"
"2023","031","21"
"2023","031","22"
"2023","031","23"
"2023","032","00"
"2023","032","01"
"2023","032","02"
"2023","032","03"
"2023","032","04"
"2023","032","05"
"2023","032","06"
"2023","032","07"
"2023","032","08"
"2023","032","09"
"2023","032","10"
"2023","032","11"
"2023","032","12"
"2023","032","13"
"2023","032","14"
"2023","032","15"
"2023","032","16"
"2023","032","17"
"2023","032","18"
"2023","032","19"
"2023","032","20"
"2023","032","21"
"2023","032","22"
"2023","032","23"
"2023","033","00"
"2023","033","01"
"2023","033","02"
"2023","033","03"
"2023","033","04"
"2023","033","05"
"2023","033","06"
"2023","033","07"
"2023","033","08"
"2023","033","09"
"2023","033","10"
"2023","033","11"
"2023","033","12"
"2023","033","13"
"2023","033","14"
"2023","033","15"
"2023","033","16"
"2023","033","17"
"2023","033","18"
"2023","033","19"
"2023","033","20"
"2023","033","21"
"2023","033","22"
"2023","033","23"
"2023","034","00"
"2023","034","01"
"2023","034","02"
"2023","034","03"
"2023","034","04"
"2023","034","05"
"2023","034","06"
"2023","034","07"
"2023","034","08"
"2023","034","09"
"2023","034","10"
"2023","034","11"
"2023","034","12"
"2023","034","13"
"2023","034","14"
"2023","034","15"
"2023","034","16"
"2023","034","17"
"2023","034","18"
"2023","034","19"
"2023","034","20"
"2023","034","21"
"2023","034","22"
"2023","034","23"
"2023","035","00"
"2023","035","01"
"2023","035","02"
"2023","035","03"
"2023","035","04"
"2023","035","05"
"2023","035","06"
"2023","035","07"
"2023","035","08"
"2023","035","09"
"2023","035","10"
"2023","035","11"
"2023","035","12"
"2023","035","13"
"2023","035","14"
"2023","035","15"
"2023","035","16"
"2023","035","17"
"2023","035","18"
"2023","035","19"
"2023","035","20"
"2023","035","21"
"2023","035","22"
"2023","035","23"
"2023","036","00"
"2023","036","01"
"2023","036","02"
"2023","036","03"
"2023","036","04"
"2023","036","05"
"2023","036","06"
"2023","036","07"
"2023","036","08"
"2023","036","09"
"2023","036","10"
"2023","036","11"
"2023","036","12"
"2023","036","13"
"2023","036","14"
"2023","036","15"
"2023","036","16"
"2023","036","17"
"2023","036","18"
"2023","036","19"
"2023","036","20"
"2023","036","21"
"2023","036","22"
"2023","036","23"
"2023","037","00"
"2023","037","01"
"2023","037","02"
"2023","037","03"
"2023","037","04"
"2023","037","05"
"2023","037","06"
"2023","037","07"
"2023","037","08"
"2023","037","09"
"2023","037","10"
"2023","037","11"
"2023","037","12"
"2023","037","13"
"2023","037","14"
"2023","037","15"
"2023","037","16"
"2023","037","17"
"2023","037","18"
"2023","037","19"
"2023","037","20"
"2023","037","21"
"2023","037","22"
"2023","037","23"
"2023","038","00"
"2023","038","01"
"2023","038","02"
"2023","038","03"
"2023","038","04"
"2023","038","05"
"2023","038","06"
"2023","038","07"
"2023","038","08"
"2023","038","09"
"2023","038","10"
"2023","038","11"
"2023","038","12"
"2023","038","13"
"2023","038","14"
"2023","038","15"
"2023","038","16"
"2023","038","17"
"2023","038","18"
"2023","038","19"
"2023","038","20"
"2023","038","21"
"2023","038","22"
"2023","038","23"
"2023","039","00"
"2023","039","01"
"2023","039","02"
"2023","039","03"
"2023","039","04"
"2023","039","05"
"2023","039","06"
"2023","039","07"
"2023","039","08"
"2023","039","09"
"2023","039","10"
"2023","039","11"
"2023","039","12"
"2023","039","13"
"2023","039","14"
"2023","039","15"
"2023","039","16"
"2023","039","17"
"2023","039","18"
"2023","039","19"
"2023","039","20"
"2023","039","21"
"2023","039","22"
"2023","039","23"
